timestamp,role,content,start_time,end_time,wav_filename,mode
2025-12-25 12:14:27.374810,assistant,あなたの趣味について教えてください,2025-12-25 12:14:24.952779,2025-12-25 12:14:27.374618,,Fixed
2025-12-25 12:14:30.554370,user,それを喋って,2025-12-25 12:14:28.079198,2025-12-25 12:14:29.979935,,Fixed
2025-12-25 12:14:41.481668,assistant,もちろん！私の趣味は読書です。特にファンタジー小説が好きです。あなたはどんなジャンルの本が好きですか？,2025-12-25 12:14:33.649922,2025-12-25 12:14:41.481444,,Fixed
2025-12-25 12:14:49.034823,user,漫画が好きです,2025-12-25 12:14:45.988463,2025-12-25 12:14:48.609385,,Fixed
2025-12-25 12:14:58.223959,assistant,漫画は楽しいですよね！どんな作品を読んでいますか？最近のお気に入りはありますか？,2025-12-25 12:14:51.764079,2025-12-25 12:14:58.223806,,Fixed
2025-12-25 12:15:04.102003,user,最近はチェーンソーマンが好きです,2025-12-25 12:15:00.328531,2025-12-25 12:15:03.649536,,Fixed
2025-12-25 12:15:17.011267,assistant,チェーンソーマン、面白いですよね！キャラクターが個性的で、ストーリーもドキドキします。特に好きなキャラクターはいますか？,2025-12-25 12:15:08.359397,2025-12-25 12:15:17.011061,,Fixed
2025-12-25 12:15:21.321815,user,ご清聴ありがとうございました,2025-12-25 12:15:18.504467,2025-12-25 12:15:20.908692,,Fixed
2025-12-25 12:15:30.937040,assistant,どういたしまして！楽しい会話ができてよかったです。何か他に話したいことがあれば教えてくださいね！,2025-12-25 12:15:23.955743,2025-12-25 12:15:30.936842,,Fixed
2025-12-25 12:15:35.183354,user,あなたの好きな漫画は何ですか?,2025-12-25 12:15:32.338731,2025-12-25 12:15:34.734542,,Fixed
2025-12-25 12:15:48.136502,assistant,私の好きな漫画は「進撃の巨人」です。ストーリーが緊迫感あって、キャラクターも魅力的です。あなたは他にどんな漫画が好きですか？,2025-12-25 12:15:37.805051,2025-12-25 12:15:48.136305,,Fixed
2025-12-25 12:15:53.680164,user,次回戦です,2025-12-25 12:15:50.738302,2025-12-25 12:15:53.265955,,Fixed
2025-12-25 12:16:06.204086,assistant,「次回戦」も面白いですね！バトルが迫力満点で、キャラクターたちの成長が楽しみです。どのキャラクターが特に好きですか？,2025-12-25 12:15:56.744839,2025-12-25 12:16:06.203856,,Fixed
2025-12-25 12:16:10.635144,user,工場サトルです,2025-12-25 12:16:07.308681,2025-12-25 12:16:10.212474,,Fixed
2025-12-25 12:16:20.710865,assistant,工場サトル、素敵なキャラクターですね！彼の努力や成長が印象的です。どんなシーンが一番好きですか？,2025-12-25 12:16:12.668230,2025-12-25 12:16:20.710663,,Fixed
2025-12-25 12:16:27.437946,user,巨色紫です,2025-12-25 12:16:23.507588,2025-12-25 12:16:27.008747,,Fixed
2025-12-25 12:16:39.399695,assistant,巨色紫も魅力的なキャラクターですね！彼の個性や戦い方がとても印象に残ります。特に好きなエピソードはありますか？,2025-12-25 12:16:30.475651,2025-12-25 12:16:39.399516,,Fixed
2025-12-25 12:16:45.468336,user,渋谷地編です,2025-12-25 12:16:41.905930,2025-12-25 12:16:45.036875,,Fixed
2025-12-25 12:16:59.826631,assistant,渋谷地編は本当に盛り上がりますよね！緊迫した展開が続いて、ドキドキします。あの編で特に印象に残ったシーンはどこですか？,2025-12-25 12:16:50.156255,2025-12-25 12:16:59.826279,,Fixed
2025-12-25 12:17:02.653597,user,こんな感じで普通に,2025-12-25 12:17:00.328828,2025-12-25 12:17:02.231137,,Fixed
