Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 16:15:54.247971,97
2025-12-25 16:16:07.220695,97
2025-12-25 16:16:22.406138,97
2025-12-25 16:16:41.886367,90
2025-12-25 16:16:58.255187,90
2025-12-25 16:17:13.879492,87
2025-12-25 16:17:31.769733,88
2025-12-25 16:17:55.215735,95
2025-12-25 16:18:27.895475,96
2025-12-25 16:18:48.880784,90
2025-12-25 16:19:09.311547,92
2025-12-25 16:19:27.888711,90
2025-12-25 16:19:50.515503,93
2025-12-25 16:20:10.777167,91
2025-12-25 16:20:31.905391,92
2025-12-25 16:20:59.356233,92
2025-12-25 16:21:24.035370,92
2025-12-25 16:21:50.449476,94
2025-12-25 16:22:24.204908,91
2025-12-25 16:22:48.944937,89
2025-12-25 16:23:15.981873,89
