Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 12:44:21.856519,88
2025-12-25 12:44:41.874943,87
2025-12-25 12:45:00.016733,78
2025-12-25 12:45:20.515878,76
2025-12-25 12:45:39.965216,82
2025-12-25 12:46:05.687589,83
2025-12-25 12:46:26.340784,78
2025-12-25 12:46:46.420593,82
2025-12-25 12:47:11.651087,79
2025-12-25 12:47:36.185400,84
2025-12-25 12:48:03.474804,85
2025-12-25 12:48:26.824076,86
2025-12-25 12:48:56.784727,82
2025-12-25 12:49:24.976084,84
2025-12-25 12:49:49.223966,87
2025-12-25 12:50:11.284590,78
2025-12-25 12:50:36.834161,80
2025-12-25 12:51:01.674289,81
2025-12-25 12:51:29.079675,76
