Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 17:35:27.214198,78
2025-12-25 17:35:41.452778,79
2025-12-25 17:35:47.125543,78
2025-12-25 17:36:07.926519,73
2025-12-25 17:36:30.558584,69
2025-12-25 17:37:01.710176,71
2025-12-25 17:37:27.466217,77
2025-12-25 17:37:50.353768,78
2025-12-25 17:38:16.811073,74
2025-12-25 17:38:40.115571,76
2025-12-25 17:39:02.156057,76
2025-12-25 17:39:25.067389,78
2025-12-25 17:39:45.996036,73
2025-12-25 17:40:17.326176,78
2025-12-25 17:40:55.527961,76
2025-12-25 17:41:24.138026,73
2025-12-25 17:41:56.256518,76
