Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 12:54:57.689227,95
2025-12-25 12:55:20.613335,81
2025-12-25 12:55:40.754616,79
2025-12-25 12:56:10.824319,80
2025-12-25 12:56:33.642704,76
2025-12-25 12:57:04.614037,81
2025-12-25 12:57:31.049172,80
2025-12-25 12:57:55.983227,74
2025-12-25 12:58:28.628112,79
2025-12-25 12:58:55.123385,79
2025-12-25 12:59:17.542955,81
2025-12-25 12:59:46.691258,77
2025-12-25 13:00:26.563130,74
2025-12-25 13:00:56.980308,71
2025-12-25 13:01:27.263684,74
