Timestamp,HR at Recording Start (BPM),Mode
2025-12-24 16:32:09.942548,65
2025-12-24 16:32:26.106540,74
2025-12-24 16:32:42.764856,76
2025-12-24 16:33:02.016715,80
2025-12-24 16:33:17.825331,70
2025-12-24 16:33:38.359359,64
2025-12-24 16:33:57.986951,63
2025-12-24 16:34:28.921612,64
2025-12-24 16:34:51.501940,66
2025-12-24 16:35:19.398350,64
2025-12-24 16:35:48.271352,66
2025-12-24 16:36:08.686961,66
2025-12-24 16:36:34.731263,69
2025-12-24 16:37:01.609284,64
2025-12-24 16:37:24.676978,64
2025-12-24 16:37:57.410381,63
2025-12-24 16:38:30.950294,67
2025-12-24 16:39:00.723570,67
