Timestamp,HR at Recording Start (BPM),Mode
2025-12-24 17:01:22.747813,80
2025-12-24 17:01:44.977720,72
2025-12-24 17:02:03.267850,71
2025-12-24 17:02:24.127892,66
2025-12-24 17:02:43.077959,65
2025-12-24 17:03:11.518123,67
2025-12-24 17:03:29.318228,73
2025-12-24 17:03:56.698578,65
2025-12-24 17:04:26.589918,68
2025-12-24 17:04:49.609855,67
2025-12-24 17:05:20.495638,65
2025-12-24 17:05:50.276004,66
2025-12-24 17:06:16.948568,64
2025-12-24 17:06:38.279320,66
2025-12-24 17:07:02.506483,61
2025-12-24 17:07:27.105457,63
2025-12-24 17:07:54.327083,65
2025-12-24 17:08:30.009312,66
