Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 17:00:00.147240,70
2025-12-25 17:00:17.545656,67
2025-12-25 17:00:33.008068,72
2025-12-25 17:00:50.146919,76
2025-12-25 17:01:04.743065,78
2025-12-25 17:01:10.176428,74
2025-12-25 17:01:17.073637,72
2025-12-25 17:01:40.446211,79
2025-12-25 17:01:55.062218,78
2025-12-25 17:02:10.786961,65
2025-12-25 17:02:27.877744,69
2025-12-25 17:02:45.575838,80
2025-12-25 17:04:30.607038,77
2025-12-25 17:04:54.295438,79
2025-12-25 17:05:09.572350,79
2025-12-25 17:05:25.703916,80
2025-12-25 17:05:43.715021,66
2025-12-25 17:06:00.087103,76
