Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 17:24:57.519897,81
2025-12-25 17:25:13.866167,77
2025-12-25 17:25:39.553320,79
2025-12-25 17:26:04.793288,73
2025-12-25 17:26:39.787860,72
2025-12-25 17:27:07.616872,79
2025-12-25 17:27:35.366487,72
2025-12-25 17:27:59.877570,73
2025-12-25 17:28:22.372023,70
2025-12-25 17:28:40.208110,69
2025-12-25 17:29:02.646662,71
2025-12-25 17:29:31.237330,78
2025-12-25 17:30:03.217502,72
2025-12-25 17:30:32.737912,67
2025-12-25 17:31:01.040619,74
2025-12-25 17:31:35.196558,75
