Timestamp,HR at Recording Start (BPM),Mode
2025-12-24 16:46:50.448598,80
2025-12-24 16:47:13.341692,68
2025-12-24 16:47:31.079387,67
2025-12-24 16:47:50.143033,64
2025-12-24 16:48:11.965491,65
2025-12-24 16:48:38.966091,63
2025-12-24 16:49:08.800308,66
2025-12-24 16:49:41.733884,68
2025-12-24 16:50:10.084007,66
2025-12-24 16:50:35.477306,61
2025-12-24 16:50:59.041616,65
2025-12-24 16:51:24.764537,66
2025-12-24 16:51:45.495107,62
2025-12-24 16:52:04.331936,58
2025-12-24 16:52:30.738504,64
2025-12-24 16:52:55.953698,64
2025-12-24 16:53:14.768728,70
2025-12-24 16:53:32.297507,65
2025-12-24 16:53:52.751086,61
