Timestamp,Heart Rate (BPM)
2025-12-25 16:58:16.672082,74
2025-12-25 16:58:17.374299,74
2025-12-25 16:58:18.377008,73
2025-12-25 16:58:19.379659,73
2025-12-25 16:58:20.360744,72
2025-12-25 16:58:21.363135,72
2025-12-25 16:58:22.365984,72
2025-12-25 16:58:23.369499,72
2025-12-25 16:58:24.373061,73
2025-12-25 16:58:25.376488,74
2025-12-25 16:58:26.379099,75
2025-12-25 16:58:27.369485,76
2025-12-25 16:58:28.342532,78
2025-12-25 16:58:29.346996,79
2025-12-25 16:58:30.349398,80
2025-12-25 16:58:31.402161,80
2025-12-25 16:58:32.377346,79
2025-12-25 16:58:33.335645,77
2025-12-25 16:58:34.393310,77
2025-12-25 16:58:35.363718,76
2025-12-25 16:58:36.396851,77
2025-12-25 16:58:37.375655,78
2025-12-25 16:58:38.371623,79
2025-12-25 16:58:39.371343,79
2025-12-25 16:58:40.389799,79
2025-12-25 16:58:41.351070,78
2025-12-25 16:58:42.383343,79
2025-12-25 16:58:43.419091,79
2025-12-25 16:58:44.391731,80
2025-12-25 16:58:45.379515,80
2025-12-25 16:58:46.384662,79
2025-12-25 16:58:47.389604,78
2025-12-25 16:58:48.342789,77
2025-12-25 16:58:49.371677,76
2025-12-25 16:58:50.387243,76
2025-12-25 16:58:51.390130,75
2025-12-25 16:58:52.403830,75
2025-12-25 16:58:53.352777,74
2025-12-25 16:58:54.360349,74
2025-12-25 16:58:55.399789,74
2025-12-25 16:58:56.375501,76
2025-12-25 16:58:57.365045,77
2025-12-25 16:58:58.360358,77
2025-12-25 16:58:59.406065,77
2025-12-25 16:59:00.385135,76
2025-12-25 16:59:01.362369,75
2025-12-25 16:59:02.350670,74
2025-12-25 16:59:03.335023,74
2025-12-25 16:59:04.383339,73
2025-12-25 16:59:05.351171,72
2025-12-25 16:59:06.391102,71
2025-12-25 16:59:07.357588,71
2025-12-25 16:59:08.384187,71
2025-12-25 16:59:09.337914,71
2025-12-25 16:59:10.381071,71
2025-12-25 16:59:11.365121,71
2025-12-25 16:59:12.374481,71
2025-12-25 16:59:13.395331,71
2025-12-25 16:59:14.404066,72
