Timestamp,HR After TTS (BPM),Reference HR,Mode,HR Used for Adjustment (BPM),Applied Intonation Scale,Playback Start Time,Playback End Time
2025-12-25 17:35:22.167225,77,70,Yes,N/A,1.005,2025-12-25 17:35:19.704743,2025-12-25 17:35:22.167183
2025-12-25 17:35:37.826057,81,70,Yes,N/A,0.983,2025-12-25 17:35:30.457909,2025-12-25 17:35:37.801718
2025-12-25 17:35:59.123171,75,70,Yes,N/A,0.969,2025-12-25 17:35:50.821392,2025-12-25 17:35:59.123126
2025-12-25 17:36:23.097140,71,70,Yes,N/A,0.951,2025-12-25 17:36:13.330663,2025-12-25 17:36:23.097087
2025-12-25 17:36:44.777620,68,70,Yes,N/A,0.966,2025-12-25 17:36:34.710338,2025-12-25 17:36:44.777561
2025-12-25 17:37:14.151919,72,70,Yes,N/A,1.063,2025-12-25 17:37:05.732734,2025-12-25 17:37:14.151865
2025-12-25 17:37:41.377865,74,70,Yes,N/A,1.037,2025-12-25 17:37:31.555864,2025-12-25 17:37:41.377826
2025-12-25 17:38:05.408286,71,70,Yes,N/A,1.043,2025-12-25 17:37:55.204439,2025-12-25 17:38:05.408233
2025-12-25 17:38:29.516493,72,70,Yes,N/A,1.055,2025-12-25 17:38:20.709553,2025-12-25 17:38:29.516450
2025-12-25 17:38:53.240687,75,70,Yes,N/A,1.063,2025-12-25 17:38:44.194902,2025-12-25 17:38:53.240612
2025-12-25 17:39:14.386626,77,70,Yes,N/A,1.057,2025-12-25 17:39:06.197546,2025-12-25 17:39:14.386577
2025-12-25 17:39:37.154952,74,70,Yes,N/A,1.047,2025-12-25 17:39:28.568508,2025-12-25 17:39:37.154905
2025-12-25 17:40:01.246962,70,70,Yes,N/A,1.051,2025-12-25 17:39:50.466262,2025-12-25 17:40:01.246893
2025-12-25 17:40:33.861389,71,70,Yes,N/A,1.068,2025-12-25 17:40:22.196244,2025-12-25 17:40:33.858310
2025-12-25 17:41:15.525115,73,70,Yes,N/A,1.093,2025-12-25 17:41:00.943837,2025-12-25 17:41:15.523715
2025-12-25 17:41:42.297688,70,70,Yes,N/A,1.102,2025-12-25 17:41:29.252947,2025-12-25 17:41:42.297630
2025-12-25 17:42:13.932055,73,70,Yes,N/A,1.107,2025-12-25 17:42:01.133764,2025-12-25 17:42:13.932000
