Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 16:02:52.377059,92
2025-12-25 16:03:05.172980,100
2025-12-25 16:03:27.118434,101
2025-12-25 16:03:48.446293,99
2025-12-25 16:04:16.130953,99
2025-12-25 16:04:44.938496,95
2025-12-25 16:05:15.815511,96
2025-12-25 16:05:51.979027,104
2025-12-25 16:06:22.708437,97
2025-12-25 16:06:47.912250,96
2025-12-25 16:07:27.465944,107
2025-12-25 16:07:55.097270,100
2025-12-25 16:08:29.468824,94
2025-12-25 16:09:00.144803,95
2025-12-25 16:09:31.507338,101
