Timestamp,HR After TTS (BPM),Reference HR,Mode,HR Used for Adjustment (BPM),Applied Intonation Scale,Playback Start Time,Playback End Time
2025-12-25 16:59:58.159324,70,91,Yes,N/A,2.000,2025-12-25 16:59:55.763741,2025-12-25 16:59:58.159272
2025-12-25 17:00:09.402724,69,91,Yes,N/A,2.000,2025-12-25 17:00:03.328966,2025-12-25 17:00:09.402621
2025-12-25 17:00:26.358392,73,91,Yes,N/A,2.000,2025-12-25 17:00:20.520614,2025-12-25 17:00:26.358352
2025-12-25 17:00:44.360488,73,91,Yes,N/A,2.000,2025-12-25 17:00:36.483793,2025-12-25 17:00:44.360246
2025-12-25 17:01:01.248109,80,91,Yes,N/A,2.000,2025-12-25 17:00:53.504493,2025-12-25 17:01:01.248072
2025-12-25 17:01:27.387781,73,91,Yes,N/A,2.000,2025-12-25 17:01:20.290671,2025-12-25 17:01:27.387734
2025-12-25 17:01:52.139360,79,91,Yes,N/A,2.000,2025-12-25 17:01:44.048933,2025-12-25 17:01:52.139312
2025-12-25 17:02:07.260274,66,91,Yes,N/A,2.000,2025-12-25 17:01:59.775742,2025-12-25 17:02:07.260238
2025-12-25 17:02:19.708751,64,91,Yes,N/A,2.000,2025-12-25 17:02:13.616331,2025-12-25 17:02:19.708659
2025-12-25 17:02:37.368132,79,91,Yes,N/A,2.000,2025-12-25 17:02:31.024661,2025-12-25 17:02:37.361851
2025-12-25 17:02:56.308221,81,91,Yes,N/A,2.000,2025-12-25 17:02:48.793839,2025-12-25 17:02:56.308179
2025-12-25 17:04:43.638887,76,91,Yes,N/A,2.000,2025-12-25 17:04:34.538961,2025-12-25 17:04:43.638839
2025-12-25 17:05:03.248845,77,91,Yes,N/A,2.000,2025-12-25 17:04:57.245483,2025-12-25 17:05:03.248788
2025-12-25 17:05:20.067609,81,91,Yes,N/A,2.000,2025-12-25 17:05:12.541958,2025-12-25 17:05:20.067560
2025-12-25 17:05:36.878415,70,91,Yes,N/A,2.000,2025-12-25 17:05:28.984286,2025-12-25 17:05:36.878357
2025-12-25 17:05:55.593752,74,91,Yes,N/A,2.000,2025-12-25 17:05:48.071453,2025-12-25 17:05:55.593717
2025-12-25 17:06:10.315983,83,91,Yes,N/A,2.000,2025-12-25 17:06:02.980257,2025-12-25 17:06:10.313777
