Timestamp,Heart Rate (BPM)
2025-12-24 16:46:42.057503,75
2025-12-24 16:46:43.061315,77
2025-12-24 16:46:44.063931,78
2025-12-24 16:46:45.077847,79
2025-12-24 16:46:46.092747,80
2025-12-24 16:46:47.127431,81
2025-12-24 16:46:48.103722,81
2025-12-24 16:46:49.050349,82
2025-12-24 16:46:50.074342,81
2025-12-24 16:46:51.063258,81
2025-12-24 16:46:52.075074,80
2025-12-24 16:46:53.052337,80
2025-12-24 16:46:54.065253,79
2025-12-24 16:46:55.098782,79
2025-12-24 16:46:56.087188,79
2025-12-24 16:46:57.053945,79
2025-12-24 16:46:58.051413,78
2025-12-24 16:46:59.109387,78
2025-12-24 16:47:00.109836,77
2025-12-24 16:47:01.099130,77
2025-12-24 16:47:02.071966,76
2025-12-24 16:47:03.111923,75
2025-12-24 16:47:04.090007,73
2025-12-24 16:47:05.083999,72
2025-12-24 16:47:06.053017,70
2025-12-24 16:47:07.115846,69
2025-12-24 16:47:08.126913,68
2025-12-24 16:47:09.116166,68
2025-12-24 16:47:10.058539,68
2025-12-24 16:47:11.087823,69
2025-12-24 16:47:12.104488,68
2025-12-24 16:47:13.133352,68
2025-12-24 16:47:14.051812,68
2025-12-24 16:47:15.114924,67
2025-12-24 16:47:16.103431,67
2025-12-24 16:47:17.130095,67
2025-12-24 16:47:18.067108,67
2025-12-24 16:47:19.098873,67
2025-12-24 16:47:20.054953,69
2025-12-24 16:47:21.080149,70
2025-12-24 16:47:22.102523,71
2025-12-24 16:47:23.051779,71
2025-12-24 16:47:24.110242,70
2025-12-24 16:47:25.131242,69
2025-12-24 16:47:26.067678,69
2025-12-24 16:47:27.083118,68
2025-12-24 16:47:28.096564,67
2025-12-24 16:47:29.051771,67
2025-12-24 16:47:30.071440,66
2025-12-24 16:47:31.067297,65
2025-12-24 16:47:32.108427,64
2025-12-24 16:47:33.079988,63
2025-12-24 16:47:34.070115,64
2025-12-24 16:47:35.133435,64
2025-12-24 16:47:36.085307,65
2025-12-24 16:47:37.061718,65
2025-12-24 16:47:38.102042,65
2025-12-24 16:47:39.076911,65
2025-12-24 16:47:40.111820,65
2025-12-24 16:47:41.091841,65
2025-12-24 16:47:42.057593,65
2025-12-24 16:47:43.082734,64
2025-12-24 16:47:44.053365,64
2025-12-24 16:47:45.097424,64
2025-12-24 16:47:46.098989,64
2025-12-24 16:47:47.055280,64
2025-12-24 16:47:48.072677,64
2025-12-24 16:47:49.063167,65
2025-12-24 16:47:50.078687,65
2025-12-24 16:47:51.057294,65
2025-12-24 16:47:52.055039,66
2025-12-24 16:47:53.051836,66
2025-12-24 16:47:54.114010,66
2025-12-24 16:47:55.106459,66
2025-12-24 16:47:56.066357,65
2025-12-24 16:47:57.100084,65
2025-12-24 16:47:58.131770,66
2025-12-24 16:47:59.094053,66
2025-12-24 16:48:00.123683,66
2025-12-24 16:48:01.084447,66
2025-12-24 16:48:02.124682,66
2025-12-24 16:48:03.085065,65
2025-12-24 16:48:04.055753,64
2025-12-24 16:48:05.073977,63
2025-12-24 16:48:06.096200,63
2025-12-24 16:48:07.070141,64
2025-12-24 16:48:08.053254,65
2025-12-24 16:48:09.059511,65
2025-12-24 16:48:10.104857,66
2025-12-24 16:48:11.063700,67
2025-12-24 16:48:12.125236,66
2025-12-24 16:48:13.064574,65
2025-12-24 16:48:14.112332,64
2025-12-24 16:48:15.109256,63
2025-12-24 16:48:16.070826,63
2025-12-24 16:48:17.101480,62
2025-12-24 16:48:18.052521,62
2025-12-24 16:48:19.047033,62
2025-12-24 16:48:20.100866,63
2025-12-24 16:48:21.057467,64
2025-12-24 16:48:22.079450,63
2025-12-24 16:48:23.062026,63
2025-12-24 16:48:24.063837,62
2025-12-24 16:48:25.079583,62
2025-12-24 16:48:26.109032,62
2025-12-24 16:48:27.049398,62
2025-12-24 16:48:28.067411,62
2025-12-24 16:48:29.083538,62
2025-12-24 16:48:30.093624,62
2025-12-24 16:48:31.045949,62
2025-12-24 16:48:32.084505,62
2025-12-24 16:48:33.055357,62
2025-12-24 16:48:34.059061,62
2025-12-24 16:48:35.065769,62
2025-12-24 16:48:36.065982,63
2025-12-24 16:48:37.096350,63
2025-12-24 16:48:38.101867,63
2025-12-24 16:48:39.100686,63
2025-12-24 16:48:40.049580,63
2025-12-24 16:48:41.079052,63
2025-12-24 16:48:42.066069,63
2025-12-24 16:48:43.050183,63
2025-12-24 16:48:44.088739,64
2025-12-24 16:48:45.110152,65
2025-12-24 16:48:46.069308,67
2025-12-24 16:48:47.082916,68
2025-12-24 16:48:48.070839,68
2025-12-24 16:48:49.054385,68
2025-12-24 16:48:50.111065,67
2025-12-24 16:48:51.063536,66
2025-12-24 16:48:52.095013,65
2025-12-24 16:48:53.055634,64
2025-12-24 16:48:54.083120,64
2025-12-24 16:48:55.106255,64
2025-12-24 16:48:56.090457,65
2025-12-24 16:48:57.085276,65
2025-12-24 16:48:58.099725,64
2025-12-24 16:48:59.064829,64
2025-12-24 16:49:00.051266,65
2025-12-24 16:49:01.063541,65
2025-12-24 16:49:02.082933,66
2025-12-24 16:49:03.103494,66
2025-12-24 16:49:04.048431,66
2025-12-24 16:49:05.080980,66
2025-12-24 16:49:06.113350,66
2025-12-24 16:49:07.072063,66
2025-12-24 16:49:08.097939,66
2025-12-24 16:49:09.059390,66
2025-12-24 16:49:10.048821,66
2025-12-24 16:49:11.080469,66
2025-12-24 16:49:12.075746,65
2025-12-24 16:49:13.074440,65
2025-12-24 16:49:14.049410,66
2025-12-24 16:49:15.043270,66
2025-12-24 16:49:16.094589,66
2025-12-24 16:49:17.066340,66
2025-12-24 16:49:18.107595,66
2025-12-24 16:49:19.080318,65
2025-12-24 16:49:20.046993,64
2025-12-24 16:49:21.089508,63
2025-12-24 16:49:22.061526,63
2025-12-24 16:49:23.104376,62
2025-12-24 16:49:24.081729,62
2025-12-24 16:49:25.072226,63
2025-12-24 16:49:26.054500,63
2025-12-24 16:49:27.119150,63
2025-12-24 16:49:28.054726,64
2025-12-24 16:49:29.085748,65
2025-12-24 16:49:30.066083,66
2025-12-24 16:49:31.065043,66
2025-12-24 16:49:32.046138,67
2025-12-24 16:49:33.061498,67
2025-12-24 16:49:34.081670,67
2025-12-24 16:49:35.126919,67
2025-12-24 16:49:36.088500,69
2025-12-24 16:49:37.046114,70
2025-12-24 16:49:38.088679,69
