Timestamp,HR After TTS (BPM),Reference HR,Mode,HR Used for Adjustment (BPM),Applied Intonation Scale,Playback Start Time,Playback End Time
2025-12-25 16:15:50.057259,96,91,No,N/A,1.000,2025-12-25 16:15:47.641800,2025-12-25 16:15:50.057224
2025-12-25 16:16:03.354794,98,91,No,N/A,1.000,2025-12-25 16:15:57.447835,2025-12-25 16:16:03.354747
2025-12-25 16:16:17.067732,97,91,No,N/A,1.000,2025-12-25 16:16:10.302440,2025-12-25 16:16:17.067676
2025-12-25 16:16:35.782221,92,91,No,N/A,1.000,2025-12-25 16:16:26.545830,2025-12-25 16:16:35.782159
2025-12-25 16:16:51.787699,92,91,No,N/A,1.000,2025-12-25 16:16:45.342632,2025-12-25 16:16:51.787663
2025-12-25 16:17:09.693588,90,91,No,N/A,1.000,2025-12-25 16:17:01.939825,2025-12-25 16:17:09.693495
2025-12-25 16:17:27.625415,88,91,No,N/A,1.000,2025-12-25 16:17:18.086938,2025-12-25 16:17:27.625355
2025-12-25 16:17:44.625886,93,91,No,N/A,1.000,2025-12-25 16:17:35.246329,2025-12-25 16:17:44.625787
2025-12-25 16:18:10.765729,94,91,No,N/A,1.000,2025-12-25 16:17:59.896467,2025-12-25 16:18:10.765672
2025-12-25 16:18:43.007207,90,91,No,N/A,1.000,2025-12-25 16:18:32.168779,2025-12-25 16:18:43.007171
2025-12-25 16:19:00.525025,92,91,No,N/A,1.000,2025-12-25 16:18:52.257044,2025-12-25 16:19:00.524986
2025-12-25 16:19:18.847161,93,91,No,N/A,1.000,2025-12-25 16:19:12.261068,2025-12-25 16:19:18.847095
2025-12-25 16:19:44.385432,91,91,No,N/A,1.000,2025-12-25 16:19:32.647319,2025-12-25 16:19:44.385360
2025-12-25 16:20:05.103464,91,91,No,N/A,1.000,2025-12-25 16:19:54.481903,2025-12-25 16:20:05.103406
2025-12-25 16:20:28.541392,94,91,No,N/A,1.000,2025-12-25 16:20:15.594726,2025-12-25 16:20:28.541356
2025-12-25 16:20:48.361588,90,91,No,N/A,1.000,2025-12-25 16:20:36.734358,2025-12-25 16:20:48.361521
2025-12-25 16:21:15.458428,91,91,No,N/A,1.000,2025-12-25 16:21:04.177524,2025-12-25 16:21:15.458393
2025-12-25 16:21:39.647085,92,91,No,N/A,1.000,2025-12-25 16:21:28.660296,2025-12-25 16:21:39.647050
2025-12-25 16:22:11.871936,92,91,No,N/A,1.000,2025-12-25 16:21:56.107926,2025-12-25 16:22:11.871661
2025-12-25 16:22:43.607302,90,91,No,N/A,1.000,2025-12-25 16:22:29.790723,2025-12-25 16:22:43.607257
2025-12-25 16:23:05.690862,87,91,No,N/A,1.000,2025-12-25 16:22:53.079537,2025-12-25 16:23:05.690753
