Timestamp,HR at Recording Start (BPM),Mode
2025-12-25 17:12:26.917283,80
2025-12-25 17:12:41.715526,75
2025-12-25 17:13:00.337434,84
2025-12-25 17:13:25.198123,73
2025-12-25 17:13:43.947377,73
2025-12-25 17:14:06.447761,76
2025-12-25 17:14:33.898063,75
2025-12-25 17:14:57.012149,77
2025-12-25 17:15:18.440078,73
2025-12-25 17:15:45.485135,76
2025-12-25 17:16:08.146040,75
2025-12-25 17:16:41.313661,80
2025-12-25 17:17:13.360337,77
2025-12-25 17:17:49.482591,77
2025-12-25 17:18:19.276995,75
2025-12-25 17:18:51.428489,77
2025-12-25 17:19:24.406775,73
