timestamp,role,content,start_time,end_time,wav_filename,mode
2025-12-25 15:55:57.986698,assistant,あなたの趣味について教えてください,2025-12-25 15:55:55.620900,2025-12-25 15:55:57.986407,,Fixed
2025-12-25 15:56:11.312150,user,おう,2025-12-25 15:56:08.805652,2025-12-25 15:56:10.725609,,Fixed
2025-12-25 15:56:18.526816,assistant,おう、元気そうですね！最近何か楽しいことありましたか？,2025-12-25 15:56:13.613693,2025-12-25 15:56:18.526556,,Fixed
2025-12-25 15:56:22.885587,user,最近はあんまりないです,2025-12-25 15:56:19.635816,2025-12-25 15:56:22.465744,,Fixed
2025-12-25 15:56:33.916519,assistant,そうなんですね。たまには何か新しいことに挑戦してみるのもいいかもしれませんね！興味のあることはありますか？,2025-12-25 15:56:26.163938,2025-12-25 15:56:33.916187,,Fixed
2025-12-25 15:56:41.805074,user,最近は原則球を作るのに興味がありません,2025-12-25 15:56:35.225740,2025-12-25 15:56:41.395808,,Fixed
2025-12-25 15:56:52.097328,assistant,原則球を作るのに興味があるんですね！それは面白そうですね！どんな形の原則球を作りたいですか？,2025-12-25 15:56:44.466455,2025-12-25 15:56:52.096934,,Fixed
2025-12-25 15:56:59.155952,user,あ、減速玉じゃなくて減速機です。 モーターの回転数を落とすやつです。,2025-12-25 15:56:52.895837,2025-12-25 15:56:58.565890,,Fixed
2025-12-25 15:57:10.456887,assistant,減速機のことですね！それは技術的で面白いですね。どうやって作る予定ですか？何か特別な材料を使うんですか？,2025-12-25 15:57:01.586422,2025-12-25 15:57:10.456612,,Fixed
2025-12-25 15:57:24.657514,user,今はダブルヘリカルのギアを使った 優勢ギアを作るのをやってますね材料は3DプリンターのPLAでやってます,2025-12-25 15:57:12.465942,2025-12-25 15:57:23.925877,,Fixed
2025-12-25 15:57:38.206811,assistant,ダブルヘリカルギアを使うんですね！3DプリンターのPLAもいい選択ですね。どんな性能を目指しているんですか？楽しみですね！,2025-12-25 15:57:28.770058,2025-12-25 15:57:38.206527,,Fixed
