Timestamp,Heart Rate (BPM)
2025-06-26 14:38:12.703522,81
2025-06-26 14:38:13.725145,81
2025-06-26 14:38:14.804129,82
2025-06-26 14:38:15.704392,82
2025-06-26 14:38:16.724481,82
2025-06-26 14:38:17.744774,81
2025-06-26 14:38:18.706807,81
2025-06-26 14:38:19.724366,80
2025-06-26 14:38:20.744107,79
2025-06-26 14:38:21.703913,79
2025-06-26 14:38:22.724005,79
2025-06-26 14:38:23.748848,78
2025-06-26 14:38:24.708140,79
2025-06-26 14:38:25.725575,79
2025-06-26 14:38:26.863514,80
2025-06-26 14:38:27.708573,80
2025-06-26 14:38:28.725584,81
2025-06-26 14:38:29.744343,81
2025-06-26 14:38:30.703625,81
2025-06-26 14:38:31.726792,82
2025-06-26 14:38:32.745159,83
2025-06-26 14:38:33.764454,84
2025-06-26 14:38:34.724131,84
2025-06-26 14:38:35.745334,83
2025-06-26 14:38:36.766920,82
2025-06-26 14:38:37.784952,82
2025-06-26 14:38:38.744076,80
2025-06-26 14:38:39.704460,80
2025-06-26 14:38:40.724996,79
2025-06-26 14:38:41.745010,78
2025-06-26 14:38:42.705392,77
2025-06-26 14:38:43.724579,77
2025-06-26 14:38:44.869195,77
2025-06-26 14:38:45.704753,77
2025-06-26 14:38:46.723716,78
2025-06-26 14:38:47.806066,78
2025-06-26 14:38:48.706816,79
2025-06-26 14:38:49.728239,79
2025-06-26 14:38:50.746086,79
2025-06-26 14:38:51.703771,80
2025-06-26 14:38:52.724200,81
2025-06-26 14:38:53.803902,82
2025-06-26 14:38:54.767359,83
2025-06-26 14:38:55.724637,84
2025-06-26 14:38:56.743946,84
2025-06-26 14:38:57.708560,84
2025-06-26 14:38:58.728032,84
2025-06-26 14:38:59.865272,83
2025-06-26 14:39:00.704108,83
2025-06-26 14:39:01.725058,82
2025-06-26 14:39:02.744246,81
2025-06-26 14:39:03.703989,81
2025-06-26 14:39:04.784122,80
2025-06-26 14:39:05.804006,79
2025-06-26 14:39:06.885158,78
2025-06-26 14:39:07.784750,77
2025-06-26 14:39:08.747557,76
2025-06-26 14:39:09.704136,74
2025-06-26 14:39:10.724089,73
2025-06-26 14:39:11.744868,73
2025-06-26 14:39:12.705592,73
2025-06-26 14:39:13.725683,73
2025-06-26 14:39:14.745274,74
2025-06-26 14:39:15.764429,74
2025-06-26 14:39:16.784844,76
2025-06-26 14:39:17.746616,77
2025-06-26 14:39:18.705329,79
