Timestamp,HR After TTS (BPM),Reference HR,Mode,HR Used for Adjustment (BPM),Applied Intonation Scale,Playback Start Time,Playback End Time
2025-12-25 16:02:46.897697,92,91,Yes,N/A,1.101,2025-12-25 16:02:44.511404,2025-12-25 16:02:46.897634
2025-12-25 16:03:01.349098,100,91,Yes,N/A,1.164,2025-12-25 16:02:55.956735,2025-12-25 16:03:01.349060
2025-12-25 16:03:16.720687,98,91,Yes,N/A,1.202,2025-12-25 16:03:08.775395,2025-12-25 16:03:16.720645
2025-12-25 16:03:39.748217,96,91,Yes,N/A,1.164,2025-12-25 16:03:31.188478,2025-12-25 16:03:39.748180
2025-12-25 16:04:01.740249,98,91,Yes,N/A,1.178,2025-12-25 16:03:52.822592,2025-12-25 16:04:01.740209
2025-12-25 16:04:37.062627,95,91,Yes,N/A,1.171,2025-12-25 16:04:23.037303,2025-12-25 16:04:37.055377
2025-12-25 16:05:01.133725,92,91,Yes,N/A,1.174,2025-12-25 16:04:49.914354,2025-12-25 16:05:01.133627
2025-12-25 16:05:34.318980,97,91,Yes,N/A,1.180,2025-12-25 16:05:21.610791,2025-12-25 16:05:34.318937
2025-12-25 16:06:13.738772,98,91,Yes,N/A,1.177,2025-12-25 16:05:58.264291,2025-12-25 16:06:13.738733
2025-12-25 16:06:39.258295,97,91,Yes,N/A,1.179,2025-12-25 16:06:27.253977,2025-12-25 16:06:39.258213
2025-12-25 16:07:02.060185,95,91,Yes,N/A,1.194,2025-12-25 16:06:51.788130,2025-12-25 16:07:02.060129
2025-12-25 16:07:48.270535,103,91,Yes,N/A,1.162,2025-12-25 16:07:33.249268,2025-12-25 16:07:48.270491
2025-12-25 16:08:15.737517,97,91,Yes,N/A,1.146,2025-12-25 16:08:01.078188,2025-12-25 16:08:15.737471
2025-12-25 16:08:48.821158,90,91,Yes,N/A,1.160,2025-12-25 16:08:34.334301,2025-12-25 16:08:48.821099
2025-12-25 16:09:15.951060,91,91,Yes,N/A,1.261,2025-12-25 16:09:04.463565,2025-12-25 16:09:15.951014
2025-12-25 16:09:53.487266,97,91,Yes,N/A,1.215,2025-12-25 16:09:37.377212,2025-12-25 16:09:53.487193
