Timestamp,Heart Rate (BPM)
2025-12-25 16:26:45.243043,97
2025-12-25 16:26:46.274028,98
2025-12-25 16:26:47.279369,98
2025-12-25 16:26:48.294525,99
2025-12-25 16:26:49.242982,99
2025-12-25 16:26:50.244273,99
2025-12-25 16:26:51.243623,99
2025-12-25 16:26:52.258509,99
2025-12-25 16:26:53.252984,99
2025-12-25 16:26:54.246886,98
2025-12-25 16:26:55.282612,97
2025-12-25 16:26:56.335276,97
2025-12-25 16:26:57.298787,96
2025-12-25 16:26:58.259966,97
2025-12-25 16:26:59.241960,97
2025-12-25 16:27:00.295775,97
2025-12-25 16:27:01.275115,98
2025-12-25 16:27:02.243669,98
2025-12-25 16:27:03.283175,98
2025-12-25 16:27:04.254438,98
2025-12-25 16:27:05.289294,99
2025-12-25 16:27:06.240695,98
2025-12-25 16:27:07.263097,97
2025-12-25 16:27:08.283928,97
2025-12-25 16:27:09.246548,96
2025-12-25 16:27:10.252482,95
2025-12-25 16:27:11.289496,94
2025-12-25 16:27:12.304769,94
2025-12-25 16:27:13.236020,94
2025-12-25 16:27:14.268220,94
2025-12-25 16:27:15.296781,95
2025-12-25 16:27:16.248055,95
2025-12-25 16:27:17.284912,95
2025-12-25 16:27:18.239600,95
2025-12-25 16:27:19.282477,95
2025-12-25 16:27:20.228275,94
2025-12-25 16:27:21.249328,94
2025-12-25 16:27:22.267632,93
2025-12-25 16:27:23.291800,92
2025-12-25 16:27:24.267915,92
2025-12-25 16:27:25.249438,91
2025-12-25 16:27:26.295016,91
2025-12-25 16:27:27.279021,91
2025-12-25 16:27:28.278904,91
2025-12-25 16:27:29.293496,91
2025-12-25 16:27:30.297936,92
2025-12-25 16:27:31.305218,92
2025-12-25 16:27:32.232487,93
2025-12-25 16:27:33.259226,93
2025-12-25 16:27:34.287055,93
2025-12-25 16:27:35.247226,93
2025-12-25 16:27:36.270389,94
2025-12-25 16:27:37.299658,94
2025-12-25 16:27:38.251193,95
2025-12-25 16:27:39.277728,95
2025-12-25 16:27:40.235816,94
2025-12-25 16:27:41.259137,94
2025-12-25 16:27:42.279352,92
2025-12-25 16:27:43.298520,91
2025-12-25 16:27:44.255870,90
2025-12-25 16:27:45.276169,89
2025-12-25 16:27:46.230699,89
2025-12-25 16:27:47.308349,89
2025-12-25 16:27:48.288347,89
2025-12-25 16:27:49.287024,90
2025-12-25 16:27:50.307771,91
2025-12-25 16:27:51.224220,91
2025-12-25 16:27:52.297543,92
2025-12-25 16:27:53.296885,92
2025-12-25 16:27:54.291945,93
2025-12-25 16:27:55.280680,93
2025-12-25 16:27:56.251393,94
2025-12-25 16:27:57.294145,94
2025-12-25 16:27:58.267674,95
2025-12-25 16:27:59.243577,95
2025-12-25 16:28:00.290302,95
2025-12-25 16:28:01.278098,94
2025-12-25 16:28:02.294576,93
2025-12-25 16:28:03.297141,92
2025-12-25 16:28:04.283832,93
2025-12-25 16:28:05.265717,93
2025-12-25 16:28:06.253154,94
2025-12-25 16:28:07.241830,95
2025-12-25 16:28:08.231145,96
2025-12-25 16:28:09.287388,97
2025-12-25 16:28:10.265352,97
2025-12-25 16:28:11.315212,97
2025-12-25 16:28:12.291246,95
2025-12-25 16:28:13.269926,94
2025-12-25 16:28:14.256761,93
2025-12-25 16:28:15.245565,93
2025-12-25 16:28:16.235809,94
2025-12-25 16:28:17.282727,94
2025-12-25 16:28:18.285902,95
2025-12-25 16:28:19.274252,95
2025-12-25 16:28:20.301638,95
2025-12-25 16:28:21.278933,95
2025-12-25 16:28:22.273324,95
2025-12-25 16:28:23.252541,95
2025-12-25 16:28:24.231252,94
2025-12-25 16:28:25.291067,94
2025-12-25 16:28:26.281932,93
2025-12-25 16:28:27.271033,93
2025-12-25 16:28:28.257308,91
2025-12-25 16:28:29.310978,90
2025-12-25 16:28:30.289139,88
2025-12-25 16:28:31.275665,87
2025-12-25 16:28:32.260364,87
2025-12-25 16:28:33.242878,87
2025-12-25 16:28:34.295623,88
2025-12-25 16:28:35.288229,89
2025-12-25 16:28:36.300536,90
2025-12-25 16:28:37.263235,90
2025-12-25 16:28:38.301905,91
2025-12-25 16:28:39.271034,91
2025-12-25 16:28:40.243171,92
2025-12-25 16:28:41.296739,92
2025-12-25 16:28:42.271068,93
2025-12-25 16:28:43.242332,94
2025-12-25 16:28:44.272186,94
2025-12-25 16:28:45.243966,94
2025-12-25 16:28:46.312952,95
2025-12-25 16:28:47.330612,95
2025-12-25 16:28:48.279248,96
2025-12-25 16:28:49.269751,96
2025-12-25 16:28:50.255373,97
2025-12-25 16:28:51.236991,97
2025-12-25 16:28:52.292833,95
2025-12-25 16:28:53.275382,94
2025-12-25 16:28:54.265774,92
2025-12-25 16:28:55.245304,91
2025-12-25 16:28:56.304981,90
2025-12-25 16:28:57.290019,89
2025-12-25 16:28:58.273442,89
2025-12-25 16:28:59.257289,89
2025-12-25 16:29:00.235789,90
2025-12-25 16:29:01.303373,90
2025-12-25 16:29:02.239535,91
2025-12-25 16:29:03.259600,92
2025-12-25 16:29:04.297911,93
2025-12-25 16:29:05.269776,94
2025-12-25 16:29:06.245260,93
2025-12-25 16:29:07.232838,93
2025-12-25 16:29:08.310820,93
2025-12-25 16:29:09.310516,93
2025-12-25 16:29:10.264135,93
2025-12-25 16:29:11.292229,93
2025-12-25 16:29:12.252009,93
2025-12-25 16:29:13.288597,93
2025-12-25 16:29:14.257189,93
