Timestamp,HR After TTS (BPM),Reference HR,Mode,HR Used for Adjustment (BPM),Applied Intonation Scale,Playback Start Time,Playback End Time
2025-12-25 12:31:40.438193,84,85,Yes,N/A,2.000,2025-12-25 12:31:38.023212,2025-12-25 12:31:40.438141
2025-12-25 12:31:57.343517,85,85,Yes,N/A,1.715,2025-12-25 12:31:49.887564,2025-12-25 12:31:57.342052
2025-12-25 12:32:23.362272,80,85,Yes,N/A,2.000,2025-12-25 12:32:15.861796,2025-12-25 12:32:23.362212
2025-12-25 12:32:38.259753,80,85,Yes,N/A,2.000,2025-12-25 12:32:32.169935,2025-12-25 12:32:38.259514
2025-12-25 12:32:56.352683,76,85,Yes,N/A,2.000,2025-12-25 12:32:47.238922,2025-12-25 12:32:56.352448
2025-12-25 12:33:14.177395,83,85,Yes,N/A,2.000,2025-12-25 12:33:04.706853,2025-12-25 12:33:14.177332
2025-12-25 12:33:37.630564,83,85,Yes,N/A,2.000,2025-12-25 12:33:29.756987,2025-12-25 12:33:37.630513
2025-12-25 12:33:55.656784,83,85,Yes,N/A,2.000,2025-12-25 12:33:47.215141,2025-12-25 12:33:55.656738
2025-12-25 12:34:11.927778,81,85,Yes,N/A,2.000,2025-12-25 12:34:03.282730,2025-12-25 12:34:11.927681
2025-12-25 12:34:28.826383,79,85,Yes,N/A,2.000,2025-12-25 12:34:20.768105,2025-12-25 12:34:28.826324
2025-12-25 12:34:47.653641,79,85,Yes,N/A,2.000,2025-12-25 12:34:38.723614,2025-12-25 12:34:47.653585
2025-12-25 12:35:04.194907,86,85,Yes,N/A,2.000,2025-12-25 12:34:56.044752,2025-12-25 12:35:04.194578
2025-12-25 12:35:20.504589,84,85,Yes,N/A,2.000,2025-12-25 12:35:11.776071,2025-12-25 12:35:20.504547
2025-12-25 12:35:37.250621,79,85,Yes,N/A,2.000,2025-12-25 12:35:29.121760,2025-12-25 12:35:37.250552
2025-12-25 12:35:56.037150,86,85,Yes,N/A,2.000,2025-12-25 12:35:47.024761,2025-12-25 12:35:56.037092
2025-12-25 12:36:10.257789,81,85,No,N/A,1.000,2025-12-25 12:36:02.962913,2025-12-25 12:36:10.257754
2025-12-25 12:36:27.525804,82,85,No,N/A,1.000,2025-12-25 12:36:19.569951,2025-12-25 12:36:27.525542
2025-12-25 12:36:46.476754,81,85,No,N/A,1.000,2025-12-25 12:36:39.051597,2025-12-25 12:36:46.476703
2025-12-25 12:37:04.207807,80,85,No,N/A,1.000,2025-12-25 12:36:56.364117,2025-12-25 12:37:04.207570
2025-12-25 12:37:21.574008,79,85,No,N/A,1.000,2025-12-25 12:37:11.604507,2025-12-25 12:37:21.573950
2025-12-25 12:37:44.847815,77,85,No,N/A,1.000,2025-12-25 12:37:32.218990,2025-12-25 12:37:44.846792
2025-12-25 12:38:03.121840,85,85,No,N/A,1.000,2025-12-25 12:37:53.277510,2025-12-25 12:38:03.121781
2025-12-25 12:38:25.952566,80,85,No,N/A,1.000,2025-12-25 12:38:13.579604,2025-12-25 12:38:25.952524
2025-12-25 12:38:49.120747,83,85,No,N/A,1.000,2025-12-25 12:38:36.051367,2025-12-25 12:38:49.114469
2025-12-25 12:39:08.517010,80,85,No,N/A,1.000,2025-12-25 12:38:58.042113,2025-12-25 12:39:08.516952
