Timestamp,Heart Rate (BPM),Prosody Level Applied,Reference HR
2025-06-12 18:52:34.036442,83,1.00,71
2025-06-12 18:52:34.962876,84,1.00,71
2025-06-12 18:52:35.873833,84,1.00,71
2025-06-12 18:52:36.910932,84,1.00,71
2025-06-12 18:52:37.873459,84,1.00,71
2025-06-12 18:52:38.865571,84,1.00,71
2025-06-12 18:52:39.881089,84,1.00,71
2025-06-12 18:52:40.901296,84,1.00,71
2025-06-12 18:52:41.862627,84,1.00,71
2025-06-12 18:52:42.882509,84,1.00,71
2025-06-12 18:52:43.872436,84,1.00,71
2025-06-12 18:52:44.861294,84,1.00,71
2025-06-12 18:52:45.881699,83,1.00,71
2025-06-12 18:52:46.872689,82,1.00,71
2025-06-12 18:52:47.861992,80,1.00,71
2025-06-12 18:52:48.881849,78,1.00,71
2025-06-12 18:52:49.902997,78,1.00,71
2025-06-12 18:52:50.862543,78,1.00,71
2025-06-12 18:52:51.912889,78,1.00,71
2025-06-12 18:52:52.902539,81,1.00,71
2025-06-12 18:52:53.891497,82,1.00,71
2025-06-12 18:52:54.882913,82,1.00,71
2025-06-12 18:52:56.036097,83,1.00,71
2025-06-12 18:52:56.876949,84,1.00,71
2025-06-12 18:52:57.896398,86,1.00,71
2025-06-12 18:52:58.920559,87,1.00,71
2025-06-12 18:52:59.876596,88,1.00,71
2025-06-12 18:53:00.896763,89,1.00,71
2025-06-12 18:53:01.916356,89,1.00,71
2025-06-12 18:53:02.876293,89,1.00,71
2025-06-12 18:53:03.895536,87,1.00,71
2025-06-12 18:53:04.979648,84,1.00,71
2025-06-12 18:53:05.876621,82,1.00,71
2025-06-12 18:53:06.896377,82,1.00,71
2025-06-12 18:53:07.916895,81,1.00,71
2025-06-12 18:53:08.936416,80,1.00,71
2025-06-12 18:53:09.896613,81,1.00,71
2025-06-12 18:53:10.916336,82,1.00,71
2025-06-12 18:53:11.876534,83,1.00,71
2025-06-12 18:53:12.956743,83,1.00,71
2025-06-12 18:53:13.978056,84,1.00,71
2025-06-12 18:53:14.936925,85,1.00,71
2025-06-12 18:53:15.895611,85,1.00,71
2025-06-12 18:53:16.916775,84,1.00,71
2025-06-12 18:53:17.997576,83,1.00,71
2025-06-12 18:53:18.897139,83,1.00,71
2025-06-12 18:53:19.916658,83,1.00,71
2025-06-12 18:53:20.876765,84,1.00,71
2025-06-12 18:53:21.896530,85,1.00,71
2025-06-12 18:53:22.976607,86,1.00,71
2025-06-12 18:53:23.936955,87,1.00,71
2025-06-12 18:53:24.956125,87,1.00,71
2025-06-12 18:53:25.916308,86,1.00,71
2025-06-12 18:53:26.936718,84,1.00,71
2025-06-12 18:53:27.896284,83,1.00,71
2025-06-12 18:53:28.916576,82,1.00,71
2025-06-12 18:53:29.876480,80,1.00,71
2025-06-12 18:53:30.956471,80,1.00,71
2025-06-12 18:53:31.916202,80,1.00,71
2025-06-12 18:53:32.877781,80,1.00,71
2025-06-12 18:53:33.896467,80,1.00,71
2025-06-12 18:53:35.035164,80,1.00,71
2025-06-12 18:53:35.935781,79,1.00,71
2025-06-12 18:53:36.895634,78,1.00,71
2025-06-12 18:53:37.857000,76,1.00,71
2025-06-12 18:53:38.876117,73,1.00,71
2025-06-12 18:53:39.957049,72,1.00,71
2025-06-12 18:53:40.856086,72,1.00,71
2025-06-12 18:53:41.936259,73,1.00,71
2025-06-12 18:53:42.958239,76,1.00,71
2025-06-12 18:53:43.856384,78,1.00,71
2025-06-12 18:53:44.935765,78,1.00,71
2025-06-12 18:53:45.896641,79,1.00,71
2025-06-12 18:53:46.916583,81,1.00,71
2025-06-12 18:53:47.876379,80,1.00,71
2025-06-12 18:53:48.896706,80,1.00,71
2025-06-12 18:53:49.855708,78,1.00,71
2025-06-12 18:53:50.877329,76,1.00,71
2025-06-12 18:53:51.955693,75,1.00,71
2025-06-12 18:53:52.857296,75,1.00,71
2025-06-12 18:53:53.877019,76,1.00,71
2025-06-12 18:53:54.897460,78,1.00,71
2025-06-12 18:53:55.856957,79,1.00,71
2025-06-12 18:53:56.877593,79,1.00,71
2025-06-12 18:53:58.017071,80,1.00,71
2025-06-12 18:53:58.856490,81,1.00,71
2025-06-12 18:53:59.877354,80,1.00,71
2025-06-12 18:54:00.896237,80,1.00,71
2025-06-12 18:54:01.857645,79,1.00,71
2025-06-12 18:54:02.996538,78,1.00,71
2025-06-12 18:54:03.896731,77,1.00,71
2025-06-12 18:54:04.855677,76,1.00,71
2025-06-12 18:54:05.875567,75,1.00,71
2025-06-12 18:54:06.896321,77,1.00,71
2025-06-12 18:54:07.856723,78,1.00,71
2025-06-12 18:54:08.876425,78,1.00,71
2025-06-12 18:54:09.957472,79,1.00,71
2025-06-12 18:54:10.857770,80,1.00,71
2025-06-12 18:54:11.877002,79,1.00,71
2025-06-12 18:54:12.956734,80,1.00,71
2025-06-12 18:54:13.857406,80,1.00,71
2025-06-12 18:54:14.937853,80,1.00,71
2025-06-12 18:54:15.897109,81,1.00,71
2025-06-12 18:54:16.856696,82,1.00,71
2025-06-12 18:54:17.875323,82,1.00,71
2025-06-12 18:54:18.957461,82,1.00,71
2025-06-12 18:54:19.857125,83,1.00,71
2025-06-12 18:54:20.876309,83,1.00,71
2025-06-12 18:54:21.896448,82,1.00,71
2025-06-12 18:54:22.857831,80,1.00,71
2025-06-12 18:54:23.878575,79,1.00,71
2025-06-12 18:54:24.899331,79,1.00,71
2025-06-12 18:54:25.857143,80,1.00,71
2025-06-12 18:54:26.875682,80,1.00,71
2025-06-12 18:54:27.896749,80,1.00,71
2025-06-12 18:54:28.916190,78,1.00,71
2025-06-12 18:54:29.876707,76,1.00,71
2025-06-12 18:54:30.897216,76,1.00,71
2025-06-12 18:54:31.860645,74,1.00,71
2025-06-12 18:54:32.879941,72,1.00,71
2025-06-12 18:54:33.901119,71,1.00,71
2025-06-12 18:54:34.982202,71,1.00,71
2025-06-12 18:54:35.942322,72,1.00,71
2025-06-12 18:54:36.905447,74,1.00,71
2025-06-12 18:54:37.923652,75,1.00,71
2025-06-12 18:54:38.885330,76,1.00,71
2025-06-12 18:54:39.907472,75,1.00,71
2025-06-12 18:54:40.867227,72,1.00,71
2025-06-12 18:54:41.888551,71,1.00,71
2025-06-12 18:54:42.968763,71,1.00,71
2025-06-12 18:54:43.869640,69,1.00,71
2025-06-12 18:54:44.949615,67,1.00,71
2025-06-12 18:54:45.970357,67,1.00,71
2025-06-12 18:54:46.930837,67,1.00,71
2025-06-12 18:54:47.951326,68,1.00,71
2025-06-12 18:54:48.911526,70,1.00,71
2025-06-12 18:54:49.871799,71,1.00,71
2025-06-12 18:54:50.891406,73,1.00,71
2025-06-12 18:54:51.912404,73,1.00,71
2025-06-12 18:54:52.872037,75,1.00,71
2025-06-12 18:54:53.892284,75,1.00,71
2025-06-12 18:54:54.915021,75,1.00,71
2025-06-12 18:54:55.933514,77,1.00,71
2025-06-12 18:54:56.893493,80,1.00,71
2025-06-12 18:54:57.914788,82,1.00,71
2025-06-12 18:54:58.993668,82,1.00,71
2025-06-12 18:54:59.895291,83,1.00,71
